,Text,Labelled_topic
2659,"Great combination of coffee, chocolate and raspberry flavors.  Stays fresh in the bag for a long time.  A bit more astringent than I usually like, but still very good.",5
2666,"My reason for the low rating is that there was no ""use by"" date on the bag, making it difficult to know if the beans were old and not well cared for or if that's just the way Tanzanian peaberry beans roast up.  Not sure how a manufacturer gets away without putting a date on their products, but this supplier has found some way to get around it.  The coffee does taste good, although a hint of staleness exists, but the beans are totally dry: no oil, no moisture is present when they are ground.  I've enjoyed peaberry coffees from Hawaii for years, peaberries are the best of the best beans.  I've also come to enjoy African coffees for their full yet mild taste. So, to find peaberry coffee from Tanzania at such a great price was too much to pass up.  I expect to finish up the coffee I've purchased, but probably wouldn't buy it again or buy any coffee from this supplier since I have no assurance of its freshness.",5
2668,"As a person who love cinnamon scent and flavor, I find this tea amazing.  I was used to drinking the plain black tea at work and this blend is a nice change from that.  I can probably only have one or two cups a day because it is pretty sweet but I will continue to drink it probably every day.  Enjoy",5
2669,This is really good coffee and the price is right.  My husband enjoyed this coffee as well.,5
2672,"Tasteless, basically says it all.  I love tea.  Drink it every day.  I found this undrinkable.  Great packaging, but not a good tea for me.",5
2682,"I had problems with the order, but I am writing this review just about the coffee.  We buy this coffee so that every Friday at work, I can make a special pot of flavor. My co-workers really seem to enjoy the fun flavors of this brand, especially the chocolate ones. We will continue to purchase this brand in the future!",5
2685,The taste is great(tropical punch).  You have to dilute from the measurements they gave you or its way to strong.  Only knock is that if its not drunk immediately it collects at the bottom,5
2690,Great price for a great product!  This is much more subtle than green tea and tastes great with a little cinnamon.,5
2700,"OK, the package says that these are ESE pods, they look the same as other ESE pods, have the same shape and size as other ESE pods that I have around, and weigh the same as other ESE pods, as far as I can tell. These pods even brew for about as long other ESE pods using my Saeco Espresso Classico machine. I don't know whether it's the grind that Lavazza uses, but the Lavazza pods don't seem to be as tightly packed as other ESE pods, and the resulting espresso is slightly less strong than the espresso made by the other ESE pods. That being said, the espresso is perfectly acceptable, particularly when you take into account the price that you pay when you go on Amazon's subscription plan.",5
2739,This brand is the best tasting ever.  No bitter flavor at all.  Filtering the tea after brewing assures a clear beverage.,5
2753,"Great tasting, rich flavor, perfect for making a nice hot cup of Mocha. I bought this to test it against Hershey's syrup for my Mocha and there is an incredible distinct taste difference that is noticeable. This is much richer and tastes more like chocolate, and less sugary then Hershey's syrup.",5
2770,This is some of the smoothest coffee I've ever tasted. For people who don't really like the taste of coffee I'd highly recommend this coffee. It doesn't have any bitter aftertaste. It really is incredibly smooth!,5
2797,"Although I've only been able to try three of Caribou's k cup blends (Mahogany as well as  Caribou Coffee, Caribou Blend, K-Cup Portion Pack for Keurig K-Cup Brewers, 24-Count  and  Caribou Coffee, Daybreak Morning Blend, K-Cup Portion Pack for Keurig K-Cup Brewers, 24-Count ), I've found that Caribou consistently produces the highest quality k cups.  They are head and shoulders above their competitors like Green Mountain and Van Houtte.  I should mention that Caribou's Daybreak blend is far and away my favorite k cup flavor of the 20 or so I've been able to sample so far.  But I enjoy a flavorful medium roast.  My boyfriend, on the other hand, prefers an extra bold dark roast.  After our favorable experience with the Caribou brand before, we picked up a box of this coffee and hoped that it would be a great choice for a dark blend.  Let me just say that Mahogany is full of smokey delicious flavor.  It's quite strong and dark, but there is no rancid bitterness or acidity that accompanies a lot of the dark roasts.  This coffee packs a powerful punch.  Although that isn't normally my thing, I can enjoy a cup of this with milk and a bit of sweetener.  My boyfriend adores it, though, and it has become a staple blend for him.  I will still drink this on occasion, but it's a bit too potent for me.  I think this is the best dark roast I've had the chance to try.",5
2799,"I love a very strong coffee, but dislike any trace of bitterness. This coffee has a very delicious, smooth flavor. I highly recommend for any true coffee lover.",5
2802,This is a very tasty tea. I served it at a bridal shower and it was one of the favorites. My husband loved it and took the remaining tea bags to work. We'll be ordering more!,5
2807,"I have purchased other hot cocoa cups but find Grove Square to be about the best of them all.  I usually add two teaspoons of the the flavored coffeemate creamers, my favorite being the Sugar Free Caramel Macchiato.  By adding the sugar free creamer the taste is there but not the calories.",5
